"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205"
"241",3828,14510,15392,16305,17207,18114,19022,19881,20750,21664,22558,23413,24317,25242,26167,27056,27976,28887,29815,30735,31634,32549,33480,34399,35307,36235,37156,38041,38950,39846,40752,41666,42555,43444,44347,45242,46134,47052,47976,48898,49801,50709,51610,52486,53389,54237,55117,56885,57772,58633,59508,60393,61282,62138,63019,63918,64839,65741,66650,67533,68410,69311,70192,71107,72027,72890,73749,74628,75507,76380,77286,78172,79051,79937,80837,81704,82610,83527,84450,85361,86222,87111,87997,88906,89803,90691,91585,92512,93415,94301,95199,96122,97038,97908,98822,99741,100638,101492,102362,103233,104119,105001,105885,106807,107739,108658,109551,110431,111327,112238,113100,113960,114848,115758,116636,117529,118437,119289,120165,121072,121977,122861,123743,124606,125479,126364,127278,128165,129072,129970,130890,131796,132683,133549,134435,135288,136161,137077,137985,138882,139774,140673,141541,142420,143308,144185,145075,145948,146828,147745,148659,149570,150478,151352,152234,153133,154052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",627,1211,3525,4493,5122,5323,6601,6988,8919,10405,10806,11917,14511,15393,16306,17208,18115,19023,20751,21665,22559,23414,24318,25243,27057,27977,28888,29816,30736,31635,32550,33481,34400,35308,36236,37157,38042,38951,39847,40753,41667,42556,43445,44348,45243,46135,47053,47977,48899,49802,50710,51611,52487,54238,55118,55989,56886,57773,58634,59509,60394,62139,63020,63919,64840,65742,66651,68411,70193,71108,72028,72891,73750,74629,75508,76381,77287,78173,79052,79938,81705,82611,83528,84451,86223,87112,87998,88907,89804,90692,91586,92513,93416,94302,95200,96123,97039,97909,98823,99742,100639,101493,102363,103234,105002,105886,106808,107740,108659,109552,110432,111328,112239,113101,113961,114849,115759,116637,117530,119290,120166,121073,122862,123744,124607,125480,126365,127279,128166,129073,129971,130891,131797,133550,134436,135289,136162,137078,137986,138883,139775,140674,141542,142421,143309,144186,145076,145949,146829,147746,148660,149571,150479,151353,152235,153134,154053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",2173,3730,11211,14512,15394,16307,17209,18116,19024,19882,20752,21666,22560,23415,24319,25244,26168,27058,27978,28889,29817,30737,31636,32551,33482,34401,35309,36237,37158,38043,39848,40754,41668,42557,43446,44349,45244,46136,47054,47978,48900,49803,50711,51612,52488,53390,54239,55990,56887,57774,58635,59510,60395,61283,62140,63021,63920,64841,65743,66652,67534,68412,69312,70194,71109,72029,72892,73751,74630,75509,76382,77288,78174,79053,79939,80838,81706,82612,83529,84452,85362,86224,87113,87999,88908,89805,90693,91587,92514,93417,94303,95201,96124,97040,97910,98824,99743,100640,101494,102364,103235,104120,105003,105887,106809,107741,108660,109553,110433,111329,112240,113102,113962,114850,115760,116638,117531,118438,119291,120167,121074,121978,122863,123745,124608,126366,127280,128167,129074,129972,130892,131798,132684,133551,134437,135290,136163,137079,137987,138884,139776,140675,141543,142422,143310,144187,145077,145950,146830,147747,148661,149572,150480,151354,152236,153135,154054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",628,14513,15395,16308,17210,18117,19025,20753,21667,22561,23416,24320,25245,26169,27059,27979,28890,29818,30738,31637,32552,33483,34402,35310,36238,37159,38044,38952,39849,40755,41669,42558,43447,44350,45245,46137,47055,47979,48901,49804,50712,51613,52489,53391,54240,55119,55991,56888,57775,58636,59511,60396,61284,62141,63022,63921,64842,65744,66653,67535,68413,69313,70195,71110,72030,72893,73752,74631,75510,76383,77289,78175,79054,79940,80839,81707,82613,83530,84453,85363,86225,87114,88000,88909,89806,90694,91588,92515,93418,94304,95202,96125,97041,97911,98825,99744,100641,101495,102365,103236,104121,105004,105888,106810,107742,108661,109554,110434,111330,112241,113103,113963,114851,115761,116639,117532,118439,119292,120168,121075,121979,122864,123746,124609,125481,126367,127281,128168,129075,129973,130893,131799,132685,133552,134438,135291,136164,137080,137988,138885,139777,140676,141544,142423,143311,144188,145078,145951,146831,147748,148662,149573,150481,151355,152237,153136,154055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",2009,5662,14514,15396,16309,17211,18118,19026,19883,20754,21668,22562,23417,24321,25246,26170,27060,27980,28891,29819,30739,31638,32553,33484,34403,35311,36239,38045,38953,39850,40756,41670,42559,43448,44351,45246,46138,47056,47980,48902,49805,50713,51614,52490,53392,54241,55120,55992,56889,57776,58637,59512,60397,61285,62142,63023,63922,64843,65745,66654,67536,68414,69314,70196,71111,72031,73753,74632,75511,76384,77290,78176,79055,79941,80840,81708,82614,83531,84454,85364,86226,87115,88001,88910,89807,90695,91589,92516,93419,94305,95203,96126,97042,97912,98826,99745,100642,101496,102366,103237,104122,105005,105889,106811,107743,108662,109555,110435,111331,112242,113104,113964,114852,115762,116640,117533,118440,119293,120169,121076,121980,122865,123747,124610,125482,126368,127282,128169,129076,129974,130894,131800,132686,133553,134439,135292,136165,137081,137989,138886,139778,140677,141545,142424,143312,144189,145079,145952,146832,147749,148663,149574,150482,151356,152238,153137,154056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",3147,4047,7954,9025,12462,14515,15397,16310,17212,18119,19027,19884,20755,21669,22563,23418,24322,25247,26171,27061,27981,28892,29820,30740,31639,32554,33485,34404,35312,36240,37160,38046,38954,39851,40757,41671,42560,43449,44352,45247,46139,47057,47981,48903,50714,51615,52491,53393,54242,55121,55993,56890,58638,59513,60398,61286,62143,63024,63923,64844,65746,66655,67537,68415,69315,70197,71112,72032,72894,73754,74633,75512,76385,77291,78177,79056,79942,80841,81709,82615,83532,84455,85365,86227,87116,88002,88911,89808,90696,91590,92517,93420,94306,96127,97043,97913,98827,99746,100643,101497,102367,103238,104123,105890,106812,107744,108663,109556,110436,111332,112243,113105,113965,114853,115763,116641,117534,118441,119294,120170,121077,121981,122866,123748,124611,125483,126369,127283,128170,129077,129975,130895,131801,132687,133554,134440,135293,136166,137990,138887,139779,140678,141546,142425,143313,144190,145080,145953,146833,147750,148664,149575,150483,151357,152239,153138,154057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",11233,14516,15398,16311,17213,18120,19028,19885,20756,21670,22564,23419,24323,25248,26172,27062,27982,28893,29821,30741,31640,32555,33486,34405,35313,36241,37161,38047,38955,39852,40758,41672,42561,43450,44353,45248,46140,47058,47982,48904,49806,50715,51616,52492,53394,54243,55122,55994,56891,57777,58639,59514,60399,61287,62144,63025,63924,64845,65747,66656,67538,68416,69316,70198,71113,72033,72895,73755,74634,75513,76386,77292,78178,79057,79943,80842,81710,82616,83533,84456,85366,86228,87117,88003,88912,89809,90697,91591,92518,93421,94307,95204,96128,97044,97914,98828,99747,100644,101498,102368,103239,104124,105006,105891,106813,107745,108664,109557,110437,111333,112244,113106,113966,114854,115764,116642,117535,118442,119295,120171,121078,121982,122867,123749,124612,126370,127284,128171,129078,129976,130896,131802,132688,133555,134441,135294,136167,137082,137991,138888,139780,140679,141547,142426,143314,144191,145081,145954,146834,147751,148665,149576,150484,151358,152240,153139,154058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",777,884,2189,5007,5793,12119,12266,14517,15399,16312,17214,18121,19029,19886,20757,23420,24324,25249,26173,27063,27983,28894,29822,30742,31641,32556,33487,34406,35314,36242,37162,38048,39853,40759,41673,42562,43451,44354,45249,46141,47059,47983,48905,49807,50716,51617,52493,53395,54244,55123,55995,56892,57778,58640,59515,60400,61288,62145,63026,63925,64846,65748,67539,68417,69317,70199,71114,72034,72896,74635,75514,76387,77293,78179,79058,79944,80843,81711,82617,83534,84457,85367,86229,87118,88004,88913,89810,90698,91592,92519,93422,94308,95205,96129,97045,97915,98829,99748,100645,101499,102369,103240,104125,105007,105892,106814,107746,108665,109558,110438,111334,112245,113107,113967,114855,115765,116643,117536,118443,119296,120172,121079,121983,122868,123750,124613,125484,126371,127285,128172,129079,129977,130897,131803,132689,133556,136168,137083,137992,138889,139781,140680,141548,142427,143315,144192,145082,145955,146835,147752,148666,149577,150485,151359,152241,153140,154059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",152,526,927,1043,1241,8156,10956,11049,13534,14518,16313,17215,18122,19887,20758,21671,24325,25250,27064,27984,28895,29823,30743,31642,32557,33488,34407,35315,36243,37163,38049,38956,39854,40760,41674,42563,43452,44355,45250,46142,47060,47984,48906,49808,50717,51618,52494,53396,54245,55124,55996,56893,57779,58641,59516,60401,61289,62146,63027,63926,64847,65749,66657,67540,68418,69318,70200,71115,72035,72897,73756,74636,75515,76388,77294,78180,79059,79945,80844,81712,82618,83535,84458,85368,86230,87119,88005,88914,89811,90699,91593,92520,93423,94309,95206,96130,97916,98830,99749,100646,101500,102370,103241,104126,105008,105893,106815,107747,108666,109559,110439,111335,112246,113108,113968,114856,115766,116644,117537,118444,119297,120173,121080,121984,124614,125485,126372,127286,128173,129080,129978,130898,131804,132690,133557,134442,135295,136169,137084,137993,138890,139782,140681,141549,142428,143316,144193,145083,146836,147753,148667,149578,150486,151360,152242,153141,154060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",1365,1553,1828,3640,3941,4042,4268,4613,4935,5217,5684,6024,6500,6691,7182,7952,8202,8342,9019,10296,10522,10635,11505,11656,12025,12645,12826,12946,13155,13697,13960,14065,14519,15400,16314,17216,18123,19030,19888,20759,21672,22565,23421,24326,25251,26174,27065,28896,29824,31643,32558,33489,35316,36244,37164,38050,38957,39855,40761,41675,42564,43453,44356,45251,46143,47061,47985,48907,49809,50718,51619,52495,53397,55125,55997,58642,60402,61290,63028,63927,64848,66658,67541,69319,70201,71116,72036,73757,74637,76389,77295,78181,79060,80845,82619,83536,84459,85369,86231,88006,88915,89812,90700,91594,92521,93424,94310,96131,97046,98831,100647,101501,102371,103242,104127,105894,106816,107748,108667,109560,110440,111336,112247,113109,113969,114857,115767,116645,118445,121081,121985,122869,123751,124615,125486,126373,127287,129081,130899,131805,132691,134443,135296,136170,137085,137994,139783,142429,144194,145084,145956,146837,147754,149579,150487,153142,154061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",770,1284,3737,5002,5883,7350,12107,13034,14520,15401,16315,17217,18124,19031,19889,20760,22566,23422,24327,25252,26175,27985,28897,29825,30744,31644,32559,33490,34408,35317,36245,37165,38051,38958,39856,40762,41676,42565,43454,44357,45252,46144,47062,47986,48908,49810,50719,51620,52496,53398,54246,55998,56894,57780,58643,59517,60403,61291,62147,63029,63928,64849,65750,67542,68419,69320,70202,71117,72037,72898,73758,75516,76390,77296,78182,79061,79946,80846,81713,82620,83537,84460,85370,86232,87120,88007,89813,90701,91595,92522,93425,94311,95207,96132,97047,97917,98832,99750,100648,101502,102372,103243,104128,105009,105895,106817,107749,108668,109561,110441,111337,112248,113110,113970,114858,115768,116646,117538,118446,119298,120174,121082,121986,122870,123752,124616,125487,126374,127288,128174,129082,129979,130900,131806,132692,133558,135297,136171,137086,137995,138891,139784,140682,141550,143317,144195,145085,145957,146838,147755,148668,149580,150488,151361,152243,153143,154062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",4039,6018,8203,9018,13961,14521,15402,16316,17218,18125,19032,19890,20761,21673,22567,23423,24328,25253,26176,27066,27986,28898,29826,30745,31645,32560,33491,34409,35318,36246,37166,38052,38959,39857,40763,41677,42566,43455,44358,45253,46145,47063,47987,48909,49811,50720,51621,52497,53399,54247,55126,55999,56895,58644,59518,60404,61292,62148,63030,63929,64850,65751,66659,67543,68420,69321,70203,71118,72038,72899,73759,74638,76391,77297,78183,79062,79947,80847,81714,82621,83538,84461,85371,86233,87121,88008,88916,89814,90702,91596,92523,93426,94312,95208,96133,97048,98833,99751,100649,101503,102373,103244,104129,105896,106818,107750,108669,109562,110442,111338,112249,113111,113971,114859,115769,116647,117539,118447,119299,120175,121083,121987,122871,123753,124617,125488,126375,127289,128175,129083,129980,130901,131807,132693,133559,134444,135298,136172,137087,137996,138892,139785,140683,141551,142430,143318,144196,145086,145958,146839,147756,148669,149581,150489,152244,153144,154063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",1286,7440,9472,13036,14522,15403,16317,17219,18126,19033,19891,20762,21674,22568,23424,24329,25254,26177,27987,28899,29827,30746,31646,32561,33492,34410,35319,36247,37167,38053,38960,39858,40764,41678,42567,43456,44359,45254,46146,47064,47988,48910,49812,50721,51622,52498,53400,54248,55127,56000,56896,57781,58645,59519,60405,61293,62149,63031,63930,64851,65752,66660,67544,68421,69322,70204,71119,72039,72900,73760,74639,75517,76392,77298,78184,79063,79948,80848,81715,82622,83539,84462,85372,86234,87122,88009,88917,90703,91597,92524,93427,94313,95209,96134,97049,97918,98834,99752,100650,101504,102374,103245,104130,105010,105897,106819,107751,108670,109563,111339,112250,113112,113972,114860,115770,116648,117540,118448,119300,120176,121084,121988,122872,123754,124618,125489,126376,127290,128176,129084,129981,130902,131808,132694,133560,134445,135299,136173,137088,137997,138893,139786,140684,141552,143319,144197,145087,145959,146840,147757,148670,149582,150490,151362,152245,153145,154064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",4505,11814,14523,15404,16318,17220,18127,19034,19892,20763,21675,22569,23425,24330,25255,26178,27067,27988,28900,29828,30747,31647,32562,33493,34411,35320,36248,37168,38054,38961,39859,40765,41679,42568,43457,44360,45255,46147,47065,47989,48911,49813,50722,51623,52499,53401,54249,55128,56001,56897,57782,58646,59520,60406,62150,63032,63931,64852,65753,66661,67545,68422,69323,70205,71120,72040,72901,73761,74640,75518,76393,77299,78185,79064,79949,80849,81716,82623,83540,84463,85373,86235,87123,88010,88918,89815,90704,91598,92525,93428,94314,95210,96135,97050,97919,98835,99753,100651,101505,102375,103246,104131,105011,105898,106820,107752,108671,109564,110443,111340,112251,113113,113973,114861,115771,116649,117541,118449,119301,120177,121085,121989,122873,123755,124619,125490,126377,127291,128177,129085,129982,130903,132695,133561,134446,135300,136174,137089,137998,138894,139787,140685,141553,142431,143320,144198,145088,145960,146841,147758,148671,149583,150491,151363,152246,153146,154065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",283,1633,2017,2694,3631,3746,4374,7091,7359,7445,8688,9279,10090,10095,10292,10621,10625,11219,11230,13042,14059,14524,15405,16319,18128,19035,19893,20764,21676,22570,23426,24331,25256,26179,27068,27989,28901,29829,30748,32563,33494,34412,35321,36249,38055,38962,39860,40766,41680,42569,43458,45256,46148,47066,47990,48912,49814,50723,51624,52500,53402,56002,56898,57783,58647,59521,61294,62151,63033,63932,64853,65754,66662,67546,68423,69324,70206,71121,72041,72902,73762,74641,75519,76394,77300,78186,79065,79950,80850,81717,82624,83541,84464,85374,87124,88011,90705,91599,92526,93429,94315,95211,96136,97051,97920,98836,99754,100652,101506,103247,104132,105012,105899,106821,107753,109565,110444,111341,112252,113114,113974,114862,116650,118450,119302,121086,121990,122874,123756,124620,126378,127292,128178,129086,129983,130904,131809,132696,133562,134447,135301,136175,137090,137999,138895,139788,140686,141554,143321,144199,145089,145961,146842,147759,148672,149584,150492,151364,153147,154066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",5896,7360,9385,11229,13043,14525,15406,16320,17221,18129,19036,19894,20765,21677,22571,23427,24332,25257,26180,27069,27990,28902,29830,30749,31648,32564,33495,34413,35322,36250,37169,38056,38963,39861,40767,41681,42570,43459,44361,45257,46149,47067,47991,48913,49815,50724,51625,52501,53403,54250,55129,56003,56899,57784,58648,59522,60407,61295,62152,63034,63933,64854,65755,66663,67547,68424,69325,70207,71122,72042,72903,73763,75520,76395,77301,78187,79066,79951,80851,81718,82625,83542,84465,85375,86236,87125,88012,89816,90706,91600,92527,93430,94316,95212,96137,97052,97921,98837,99755,100653,101507,102376,103248,104133,105013,105900,106822,107754,108672,110445,111342,112253,113115,113975,114863,115772,116651,117542,118451,119303,120178,121087,121991,122875,123757,124621,126379,127293,128179,129087,129984,130905,131810,132697,133563,134448,135302,136176,137091,138000,138896,139789,140687,141555,143322,144200,145090,145962,146843,147760,148673,149585,150493,151365,152247,153148,154067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",1990,3999,4242,6165,6467,7423,8975,9623,10477,11557,11991,12243,12607,12783,12904,13018,13826,14526,15407,16321,17222,18130,19037,19895,20766,21678,22572,23428,24333,25258,26181,27070,27991,28903,29831,30750,31649,32565,33496,34414,35323,36251,38057,38964,39862,40768,41682,42571,43460,44362,45258,46150,47068,47992,48914,49816,50725,51626,52502,53404,54251,55130,56004,56900,58649,60408,61296,62153,63035,63934,64855,65756,66664,67548,68425,69326,70208,71123,72043,72904,73764,74642,75521,76396,78188,79067,80852,81719,82626,83543,84466,85376,86237,87126,88013,88919,90707,91601,92528,93431,94317,95213,96138,97053,97922,98838,99756,100654,101508,102377,103249,104134,105901,106823,107755,108673,109566,110446,111343,113116,113976,114864,115773,116652,117543,118452,120179,121088,121992,122876,123758,124622,125491,126380,127294,128180,129985,130906,131811,132698,134449,136177,137092,138001,139790,143323,144201,145091,145963,146844,147761,148674,149586,151366,152248,153149,154068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",11990,12608,14527,15408,16322,17223,18131,19038,19896,20767,21679,22573,23429,24334,25259,26182,27071,27992,28904,29832,30751,31650,32566,33497,34415,35324,36252,37170,38058,38965,39863,40769,41683,42572,43461,44363,45259,46151,47069,47993,48915,49817,50726,51627,52503,53405,54252,55131,56005,56901,57785,58650,59523,60409,61297,62154,63036,63935,64856,65757,66665,67549,68426,69327,70209,71124,72044,72905,73765,74643,75522,76397,77302,78189,79068,79952,80853,81720,82627,83544,84467,85377,86238,87127,88014,88920,89817,90708,91602,92529,93432,94318,95214,96139,97054,97923,98839,99757,100655,101509,102378,103250,104135,105014,105902,106824,107756,108674,109567,110447,111344,112254,113117,113977,114865,115774,116653,117544,118453,119304,120180,121089,121993,122877,123759,124623,125492,126381,127295,128181,129088,129986,130907,131812,132699,134450,135303,136178,137093,138002,139791,140688,141556,142432,143324,144202,145092,145964,146845,147762,148675,149587,150494,151367,152249,153150,154069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",1426,2016,5670,6004,6106,14528,15409,16323,17224,18132,19039,19897,20768,21680,22574,23430,24335,25260,26183,27072,27993,29833,30752,31651,32567,33498,34416,35325,36253,38059,38966,39864,40770,41684,42573,43462,44364,45260,46152,47070,47994,48916,49818,50727,51628,52504,53406,54253,55132,56006,56902,57786,58651,59524,60410,61298,62155,63037,63936,64857,65758,66666,67550,68427,69328,70210,71125,72045,73766,74644,77303,78190,79069,79953,80854,81721,82628,83545,84468,85378,86239,87128,88015,88921,89818,90709,91603,92530,93433,94319,95215,96140,97055,97924,98840,99758,100656,101510,102379,103251,104136,105015,105903,106825,107757,108675,109568,110448,111345,112255,113118,113978,114866,115775,116654,117545,118454,119305,120181,121090,121994,122878,123760,124624,125493,126382,127296,128182,129089,129987,130908,131813,132700,133564,134451,135304,136179,137094,138003,138897,139792,140689,141557,142433,143325,144203,145093,145965,146846,147763,148676,149588,150495,151368,152250,153151,154070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",77,174,249,350,413,549,696,752,832,951,1065,1125,1173,1268,1337,1414,1469,1612,1689,1741,1797,1935,1989,2090,2153,2250,2333,2387,2487,2579,7259,29834,34417,43463,44365,45261,46153,47071,47995,48917,49819,50728,51629,52505,53407,54254,55133,56007,56903,57787,58652,59525,60411,61299,62156,63038,63937,64858,65759,66667,67551,68428,69329,70211,71126,72046,72906,73767,74645,75523,76398,77304,78191,79070,79954,80855,81722,82629,83546,84469,85379,86240,88016,88922,89819,90710,91604,92531,93434,94320,95216,96141,97056,97925,98841,99759,100657,101511,102380,103252,104137,105016,105904,106826,107758,108676,109569,110449,111346,112256,113119,113979,114867,115776,116655,117546,118455,119306,120182,121091,121995,122879,123761,124625,125494,126383,127297,128183,129090,129988,130909,131814,132701,133565,134452,135305,136180,137095,138004,138898,139793,140690,141558,142434,143326,144204,145094,145966,146847,147764,148677,149589,150496,151369,152251,153152,154071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",355,700,1420,1692,3208,6823,7624,7686,7848,8009,9464,9560,10008,10071,10282,10692,11649,12718,13551,13765,14042,14529,15410,16324,17225,19040,19898,21681,22575,23431,24336,25261,26184,27073,27994,29835,30753,31652,33499,34418,35326,36254,37171,38060,38967,39865,40771,41685,42574,43464,44366,45262,46154,47072,47996,48918,49820,51630,52506,53408,54255,55134,56008,56904,57788,58653,59526,60412,61300,62157,63039,63938,64859,65760,66668,67552,68429,69330,70212,71127,72047,72907,73768,74646,75524,76399,77305,78192,79071,79955,80856,81723,82630,84470,85380,86241,87129,88017,88923,89820,90711,93435,95217,97057,97926,98842,99760,100658,101512,102381,103253,104138,105017,105905,106827,107759,108677,109570,112257,113120,113980,116656,118456,119307,120183,121996,122880,123762,124626,125495,126384,127298,128184,129091,130910,131815,132702,133566,134453,135306,136181,137096,138005,138899,140691,141559,142435,143327,144205,145095,145967,147765,148678,150497,151370,153153,154072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
